sample	STARGenomeName	R1	R2	Strandedness	old.sample.name	Experiment	cell.type	libType	Treatment	dose.nM	rep	color	ExperimentAlias
5_LCL_polyA_SMSM27_600_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_2_L002_ds.9502a00524ce455486a946592e2a88d0/SMSM27-0-6uM-2_S30_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_2_L002_ds.9502a00524ce455486a946592e2a88d0/SMSM27-0-6uM-2_S30_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_2	5	LCL	polyA	SMSM27	600	2	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_600_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_3_L001_ds.97fffa7bd5f74748aff8dad3f5a62e1b/SMSM27-0-6uM-3_S31_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_3_L001_ds.97fffa7bd5f74748aff8dad3f5a62e1b/SMSM27-0-6uM-3_S31_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_3	5	LCL	polyA	SMSM27	600	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_600_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_3_L002_ds.ec1b2e01bf964f03b288a285c566751f/SMSM27-0-6uM-3_S31_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_3_L002_ds.ec1b2e01bf964f03b288a285c566751f/SMSM27-0-6uM-3_S31_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_3	5	LCL	polyA	SMSM27	600	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_1_L001_ds.7de6817265664f75a75decce57a1978c/SMSM27-3uM-1_S26_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_1_L001_ds.7de6817265664f75a75decce57a1978c/SMSM27-3uM-1_S26_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_1	5	LCL	polyA	SMSM27	3000	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_1_L002_ds.3da440ff5e0c412ea1d57c0e39acd4fe/SMSM27-3uM-1_S26_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_1_L002_ds.3da440ff5e0c412ea1d57c0e39acd4fe/SMSM27-3uM-1_S26_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_1	5	LCL	polyA	SMSM27	3000	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_2_L001_ds.c30e04a87828443d9ed79f597b5677d8/SMSM27-3uM-2_S27_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_2_L001_ds.c30e04a87828443d9ed79f597b5677d8/SMSM27-3uM-2_S27_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_2	5	LCL	polyA	SMSM27	3000	2	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_2_L002_ds.2841438f11944fe2b5fbc362ad0f0e72/SMSM27-3uM-2_S27_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_2_L002_ds.2841438f11944fe2b5fbc362ad0f0e72/SMSM27-3uM-2_S27_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_2	5	LCL	polyA	SMSM27	3000	2	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_3_L001_ds.0ad9f516b8eb48b7ab8db5112f633442/SMSM27-3uM-3_S28_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_3_L001_ds.0ad9f516b8eb48b7ab8db5112f633442/SMSM27-3uM-3_S28_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_3	5	LCL	polyA	SMSM27	3000	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_3000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_3_L002_ds.c6c4b3fae20142f280d58e1087a80cbb/SMSM27-3uM-3_S28_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_3uM_3_L002_ds.c6c4b3fae20142f280d58e1087a80cbb/SMSM27-3uM-3_S28_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_3000_3	5	LCL	polyA	SMSM27	3000	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM32_120_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_1_L001_ds.1a770b1891b64dbfb8f841264990fe95/SMSM32-0-12uM-1_S41_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_1_L001_ds.1a770b1891b64dbfb8f841264990fe95/SMSM32-0-12uM-1_S41_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_1	5	LCL	polyA	SMSM32	120	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_120_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_1_L002_ds.d473f43e8e0f4f5fa4343fa64182c8bb/SMSM32-0-12uM-1_S41_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_1_L002_ds.d473f43e8e0f4f5fa4343fa64182c8bb/SMSM32-0-12uM-1_S41_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_1	5	LCL	polyA	SMSM32	120	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_120_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_2_L001_ds.9699fc3876294dcc9d43721b22ea83a4/SMSM32-0-12uM-2_S42_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_2_L001_ds.9699fc3876294dcc9d43721b22ea83a4/SMSM32-0-12uM-2_S42_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_2	5	LCL	polyA	SMSM32	120	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_120_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_2_L002_ds.6d596c96ba4944dab27353a80a835f30/SMSM32-0-12uM-2_S42_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_2_L002_ds.6d596c96ba4944dab27353a80a835f30/SMSM32-0-12uM-2_S42_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_2	5	LCL	polyA	SMSM32	120	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_120_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_3_L001_ds.0a70e6604dc14a1d96b1a2f7f894a2a4/SMSM32-0-12uM-3_S43_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_3_L001_ds.0a70e6604dc14a1d96b1a2f7f894a2a4/SMSM32-0-12uM-3_S43_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_3	5	LCL	polyA	SMSM32	120	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_120_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_3_L002_ds.f0d22e2a093c49d18f170d55a6cf6401/SMSM32-0-12uM-3_S43_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-12uM_3_L002_ds.f0d22e2a093c49d18f170d55a6cf6401/SMSM32-0-12uM-3_S43_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_120_3	5	LCL	polyA	SMSM32	120	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_1_L001_ds.47c6db00dc8b46a591b45ba3df728e6f/SMSM32-0-6uM-1_S38_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_1_L001_ds.47c6db00dc8b46a591b45ba3df728e6f/SMSM32-0-6uM-1_S38_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_1	5	LCL	polyA	SMSM32	600	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_1_L002_ds.08267d8d96984db387a4ab6801f3956a/SMSM32-0-6uM-1_S38_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_1_L002_ds.08267d8d96984db387a4ab6801f3956a/SMSM32-0-6uM-1_S38_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_1	5	LCL	polyA	SMSM32	600	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_2_L001_ds.eb0ac826e6994b159ac92bb840da2a49/SMSM32-0-6uM-2_S39_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_2_L001_ds.eb0ac826e6994b159ac92bb840da2a49/SMSM32-0-6uM-2_S39_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_2	5	LCL	polyA	SMSM32	600	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_2_L002_ds.55e13e29934d4f7da6d2b5eea2f4e785/SMSM32-0-6uM-2_S39_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_2_L002_ds.55e13e29934d4f7da6d2b5eea2f4e785/SMSM32-0-6uM-2_S39_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_2	5	LCL	polyA	SMSM32	600	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_3_L001_ds.6e33003ba72a40a2baed46046edd341a/SMSM32-0-6uM-3_S40_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_3_L001_ds.6e33003ba72a40a2baed46046edd341a/SMSM32-0-6uM-3_S40_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_3	5	LCL	polyA	SMSM32	600	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_600_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_3_L002_ds.3f99c488b4f6416c8af78ae3f8021db9/SMSM32-0-6uM-3_S40_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_0-6uM_3_L002_ds.3f99c488b4f6416c8af78ae3f8021db9/SMSM32-0-6uM-3_S40_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_600_3	5	LCL	polyA	SMSM32	600	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_1_L001_ds.7c6cdf99100d4fbcb8e3043f0b1247be/SMSM32-3uM-1_S35_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_1_L001_ds.7c6cdf99100d4fbcb8e3043f0b1247be/SMSM32-3uM-1_S35_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_1	5	LCL	polyA	SMSM32	3000	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_1_L002_ds.b42959e8b16649589b940a6e2b6f116f/SMSM32-3uM-1_S35_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_1_L002_ds.b42959e8b16649589b940a6e2b6f116f/SMSM32-3uM-1_S35_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_1	5	LCL	polyA	SMSM32	3000	1	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_2_L001_ds.d5eef42f0733436aaafdb69961a90eab/SMSM32-3uM-2_S36_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_2_L001_ds.d5eef42f0733436aaafdb69961a90eab/SMSM32-3uM-2_S36_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_2	5	LCL	polyA	SMSM32	3000	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_2_L002_ds.564c4bcaa9f349f5b0054f6d181d89e0/SMSM32-3uM-2_S36_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_2_L002_ds.564c4bcaa9f349f5b0054f6d181d89e0/SMSM32-3uM-2_S36_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_2	5	LCL	polyA	SMSM32	3000	2	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_3_L001_ds.02702ce373944418ac58cc86b5018d90/SMSM32-3uM-3_S37_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_3_L001_ds.02702ce373944418ac58cc86b5018d90/SMSM32-3uM-3_S37_L001_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_3	5	LCL	polyA	SMSM32	3000	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM32_3000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_3_L002_ds.0c223b34b7574b2dbaf638aa25572995/SMSM32-3uM-3_S37_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM32_3uM_3_L002_ds.0c223b34b7574b2dbaf638aa25572995/SMSM32-3uM-3_S37_L002_R2_001.fastq.gz	RF	Exp090823_SMSM32_3000_3	5	LCL	polyA	SMSM32	3000	3	#ff7f00	Exp090823
5_LCL_polyA_SMSM6_2000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_1_L001_ds.98b259c312ea4e4a8f79ebdf83dec0f0/SMSM6-2uM-1_S23_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_1_L001_ds.98b259c312ea4e4a8f79ebdf83dec0f0/SMSM6-2uM-1_S23_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_1	5	LCL	polyA	SMSM6	2000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_2000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_1_L002_ds.019a28384a4b444c9709c1167406d0b2/SMSM6-2uM-1_S23_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_1_L002_ds.019a28384a4b444c9709c1167406d0b2/SMSM6-2uM-1_S23_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_1	5	LCL	polyA	SMSM6	2000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_2000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_2_L001_ds.92b00bbc7eb4471f927ac8bf641a615a/SMSM6-2uM-2_S24_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_2_L001_ds.92b00bbc7eb4471f927ac8bf641a615a/SMSM6-2uM-2_S24_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_2	5	LCL	polyA	SMSM6	2000	2	#a65628	Exp090823
5_LCL_polyA_SMSM6_2000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_2_L002_ds.afed1f75807148e18f179b8db5c9179e/SMSM6-2uM-2_S24_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_2_L002_ds.afed1f75807148e18f179b8db5c9179e/SMSM6-2uM-2_S24_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_2	5	LCL	polyA	SMSM6	2000	2	#a65628	Exp090823
5_LCL_polyA_SMSM6_2000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_3_L001_ds.47305bc8b93a416f8a509bd56c2e1fe2/SMSM6-2uM-3_S25_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_3_L001_ds.47305bc8b93a416f8a509bd56c2e1fe2/SMSM6-2uM-3_S25_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_3	5	LCL	polyA	SMSM6	2000	3	#a65628	Exp090823
5_LCL_polyA_SMSM6_2000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_3_L002_ds.6c71c346a55a4b0c89a36fcdc9bd1868/SMSM6-2uM-3_S25_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_2uM_3_L002_ds.6c71c346a55a4b0c89a36fcdc9bd1868/SMSM6-2uM-3_S25_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_2000_3	5	LCL	polyA	SMSM6	2000	3	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_1_L001_ds.d9d63c2e58fb463a918368e7d1577905/SMSM6-10uM-1_S20_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_1_L001_ds.d9d63c2e58fb463a918368e7d1577905/SMSM6-10uM-1_S20_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_1	5	LCL	polyA	SMSM6	10000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_1_L002_ds.2c96bc7b3d7e46b8b50848a651252961/SMSM6-10uM-1_S20_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_1_L002_ds.2c96bc7b3d7e46b8b50848a651252961/SMSM6-10uM-1_S20_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_1	5	LCL	polyA	SMSM6	10000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_2_L001_ds.33d607f744634047903f96b6285bf2af/SMSM6-10uM-2_S21_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_2_L001_ds.33d607f744634047903f96b6285bf2af/SMSM6-10uM-2_S21_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_2	5	LCL	polyA	SMSM6	10000	2	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_2_L002_ds.0c4f3691949f4f4d8f276d9ddb490032/SMSM6-10uM-2_S21_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_2_L002_ds.0c4f3691949f4f4d8f276d9ddb490032/SMSM6-10uM-2_S21_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_2	5	LCL	polyA	SMSM6	10000	2	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_3_L001_ds.37ddec3b7298438da9e9033c5fbcc741/SMSM6-10uM-3_S22_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_3_L001_ds.37ddec3b7298438da9e9033c5fbcc741/SMSM6-10uM-3_S22_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_3	5	LCL	polyA	SMSM6	10000	3	#a65628	Exp090823
5_LCL_polyA_SMSM6_10000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_3_L002_ds.e32018607a704e4897e3ab6ca21e34f0/SMSM6-10uM-3_S22_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_10uM_3_L002_ds.e32018607a704e4897e3ab6ca21e34f0/SMSM6-10uM-3_S22_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_10000_3	5	LCL	polyA	SMSM6	10000	3	#a65628	Exp090823
5_LCL_polyA_SMSM6_50000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_1_L001_ds.0d8045739f6d4d62ab20818b581a0a8c/SMSM6-50uM-1_S17_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_1_L001_ds.0d8045739f6d4d62ab20818b581a0a8c/SMSM6-50uM-1_S17_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_1	5	LCL	polyA	SMSM6	50000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_50000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_1_L002_ds.aa6cb59b2fff43c7ae6cc1c12bffe9c7/SMSM6-50uM-1_S17_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_1_L002_ds.aa6cb59b2fff43c7ae6cc1c12bffe9c7/SMSM6-50uM-1_S17_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_1	5	LCL	polyA	SMSM6	50000	1	#a65628	Exp090823
5_LCL_polyA_SMSM6_50000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_2_L001_ds.711fd94f7f8f4b46aadd02e77c57f189/SMSM6-50uM-2_S18_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_2_L001_ds.711fd94f7f8f4b46aadd02e77c57f189/SMSM6-50uM-2_S18_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_2	5	LCL	polyA	SMSM6	50000	2	#a65628	Exp090823
